Player Name,Batting Type,Hand,Pitching Type,Hand Bonus,Season,bruh,,,,
Junior Biggins,1B,Left,,,6,,,,,
Ashton Westenburg,BC,Right,,,6,,,,,
Demondre Bradford,TT,Left,,,6,,,,,
Joey Bagpipes,HK,Right,,,6,,,,,
A.J. Preller,XB,Left,,,6,,,,,
Filet-Mignon Jackson,SM,Left,NH,H,6,,,,,
Sylvester Cinnamon,SF,Left,BS,B,6,,,,,
Caleb Athen,BP,Left,BS,H,6,,,,,
Forehead Jones,MH,Left,,,6,,,,,
Donked McToad,MH,Right,,,6,,,,,
Dixie Normos,S,Right,,,6,,,,,
Benjamin Baeurkemper,WC,Left,,,6,,,,,
Dwayne Stevenson,XB,Right,,,6,,,,,
Jonathan Park,BP,Right,,,6,,,,,
Heinrich Frosch,SF,Left,EN,S,6,,,,,
Junior Longuys,1B,Left,FP,H,6,,,,,
Hunter Tuzero,XB,Right,,,6,,,,,
Lily Pink,1B,Left,BS,H,6,,,,,
Chunky Dongmeister,MH,Left,,,6,,,,,
Filib Al'anhar Jr.,MH,Left,TT,H,6,,,,,
Clip Toller,BP,Left,,,6,,,,,
Stephen Bear,BN,Right,,,6,,,,,
Dong Soto,TT,Right,,,6,,,,,
Harvey Bargeparge,BC,Left,,,6,,,,,
Jingo Bajingo,BP,Right,,,6,,,,,
Marcus Hammond,BN,Right,,,6,,,,,
Buzz Schwinghammer,BP,Right,,,6,,,,,
Captain Bryzzo,EN,Left,,,6,,,,,
Tre Nichols,1B,Left,,,6,,,,,
Robin Reynolds,1B,Right,TT,S,6,,,,,
Daoud Mata,MH,Right,TT,H,6,,,,,
Mike Broson,SM,Right,NT,S,6,,,,,
Wade Wilson,BN,Right,BF,B,6,,,,,
Carly Bae,BC,Right,EG,H,6,,,,,
Lawrence Wiseman,BP,Right,BB,B,6,,,,,
Fuzzy Dunlop,WC,Left,TD,B,6,,,,,
Spitz McGregor III,HK,Left,TT,H,6,,,,,
Dom Stakes,BC,Right,,,6,,,,,
Storm Johnson,BC,Right,,,6,,,,,
Anatoli Smorin,1B,Left,,,6,,,,,
Doug Quail,MH,Right,BB,H,6,,,,,
Stella Adams,BP,Right,,,6,,,,,
Doughy Blobbo,WC,Right,,,6,,,,,
Jake Wexler,HK,Left,,,6,,,,,
Maddy Berg,BC,Right,,,6,,,,,
Myler Kurray,XB,Left,,,6,,,,,
Ovaltine Jenkins,BC,Right,,,6,,,,,
Tom Crean,BC,Left,,,6,,,,,
Cole Martinez,S,Right,,,6,,,,,
Josh Gordon,S,Left,,,6,,,,,
Victor Justice,BN,Left,,,6,,,,,
Caleb Miller,EN,Right,BF,H,6,,,,,
Jered Bentley,SF,Right,,,6,,,,,
Dixie Wrecked,BP,Left,,,6,,,,,
Xander MacAnder,BN,Right,,,6,,,,,
Benjamin Bjorn,WC,Right,,,6,,,,,
Bert Harris,WC,Right,,,6,,,,,
Kid Notcher,BC,Right,,,6,,,,,
Niko Banks,XB,Right,,,6,,,,,
Mr. Irresistible,MH,Right,,,6,,,,,
Rumple Foreskin,XB,Right,,,6,,,,,
AJ McMann,BC,Right,,,6,,,,,
Charles Moore,HK,Right,,,6,,,,,
Jack Medof,WC,Right,,,6,,,,,
Dog Man,XB,Right,,,6,,,,,
Boof Boog,BN,Right,,,6,,,,,
Markese Rolle,XB,Right,,,6,,,,,
Maxo Caluow,1B,Left,,,6,,,,,
Ryan Vauhn,WC,Right,,,6,,,,,
Hes Nahstee,XB,Left,,,6,,,,,
Alex Brown,1B,Right,,,6,,,,,
Mike Honcho,BN,Right,,,6,,,,,
Thomas Berry,BC,Right,,,6,,,,,
Two Fingers Fernhaus,XB,Right,,,6,,,,,
dednuts,MH,Right,,,6,,,,,
Deirf Smith,XB,Left,,,6,,,,,
Iggy Metts,WC,Left,,,6,,,,,
Grigury Polinko,BC,Left,,,6,,,,,
Red Trapper,MH,Left,,,6,,,,,
Jake Wilson,EN,Right,,,6,,,,,
Gordan Freemon,XB,Right,,,6,,,,,
Buck Cheeks,S,Left,,,6,,,,,
Jack Kasutori,BC,Right,,,6,,,,,
Packer Jacker,BC,Left,,,6,,,,,
Basepath McLean,BC,Right,,,6,,,,,
Overdi Fenz,SM,Right,,,6,,,,,
Baby Goat,S,Left,,,6,,,,,
iato yalf,TT,Left,,,6,,,,,
Bronske Jones,BN,Right,BB,B,6,,,,,
Robert Callahan,XB,Right,,,6,,,,,
Pewdiepie,S,Right,,,6,,,,,
Chadimir Guerrero Jr.,BN,Right,,,6,,,,,
Dick Cockman,XB,Right,,,6,,,,,
Deleted Player,TT,Right,,,6,,,,,
Hefe Rojo,1B,Right,,,6,,,,,
Bill Bisquick,XB,Right,,,6,,,,,
Rage Cagemeister,BC,Right,,,6,,,,,
Eddie Swingstyle,EN,Right,,,6,,,,,
Abraham Lincoln,WC,Left,NT,H,6,,,,,
Oil Can Titcomb,XB,Right,,,6,,,,,
Blose Blerblanblez,BC,Right,,,6,,,,,
Moomoo Cow,XB,Right,,,6,,,,,
Gonzo Alonzo,BP,Right,,,6,,,,,
MikeTrout ShoheiOhtani,S,Left,,,6,,,,,
Harry Paratesstykals,S,Right,,,6,,,,,
Mutton Happleburth,BP,Left,,,6,,,,,
Dee Snutts,WC,Left,,,6,,,,,
Oral Nanny,MH,Right,BS,H,6,,,,,
Mike Hunt,BC,Right,EG,H,6,,,,,
Theodora DiBiaserunner,EN,Right,,,6,,,,,
TJ McConnell,MH,Right,,,6,,,,,
Nick Papagiorgio,EN,Right,,,6,,,,,
Radio Head,BC,Right,,,6,,,,,
Joe McQueen,XB,Right,,,6,,,,,
Poopio Cartez,XB,Left,,,6,,,,,
Kanye East,XB,Right,,,6,,,,,
Talladega Knight,BP,Right,,,6,,,,,
Otis Falconer,XB,Left,,,6,,,,,
R.K. Maroon,1B,Right,,,6,,,,,
Miles Huh,XB,Right,,,6,,,,,
Jeremius Popdilius,MH,Right,BS,H,6,,,,,
Johnny Hustle,BP,Right,FP,H,6,,,,,
Red Lobsterologist,EN,Right,EN,B,6,,,,,
Elwood Blues,BP,Right,,,6,,,,,
Don El Patron,XB,Right,,,6,,,,,
Jon Jay's Booty,1B,Left,,,6,,,,,
Luke Admadik,1B,Left,,,6,,,,,
Lawless Gomez,WC,Right,NH,H,6,,,,,
Holden MaGroin,1B,Right,,,6,,,,,
Jack Yakker,WC,Right,NH,B,6,,,,,
Josh Bay,WC,Right,,,6,,,,,
Devaunte Rider,S,Right,,,6,,,,,
Thelonius Jarts,WC,Left,,,6,,,,,
Dr. Tuna Altuna,SF,Left,FP,S,6,,,,,
Roger Over,WC,Right,,,6,,,,,
Donkey Kong,BC,Left,BS,B,6,,,,,
Dingleberry McHotsauce,BP,Left,,,6,,,,,
Dale Gale,WC,Right,,,6,,,,,
Reuben Sand-Witch,1B,Left,,,6,,,,,
Rebecco Junior,XB,Right,,,6,,,,,
Finn Elvis,S,Right,,,6,,,,,
Threepointsix Roentgen,S,Left,,,6,,,,,
Honeydick Swindler,BC,Left,,,6,,,,,
Clapper Cheeks,BC,Left,,,6,,,,,
Dick Inhand,1B,Left,,,6,,,,,
Mike Dexter,S,Right,BB,B,6,,,,,
Trey Womancini,1B,Right,,,6,,,,,
Terry Jerry-Larry,BP,Right,,,6,,,,,
Millistingo Ansherwaras,S,Right,,,6,,,,,
Star Burns,BP,Right,EG,B,6,,,,,
Larry Bigawls,XB,Right,,,6,,,,,
Taco Sanchez,S,Right,,,6,,,,,
Buttmud Brooks,BP,Right,,,6,,,,,
Lenny Van der Bakker,TT,Right,,,6,,,,,
Pavel Pavelovski,1B,Left,,,6,,,,,
Tony Ragebringer,1B,Right,,,6,,,,,
Johnny Johnson,XB,Right,,,6,,,,,
Anthony Stark,XB,Right,,,6,,,,,
Phoenix Wright,TT,Right,,,6,,,,,
H.E. Pennypacker,WC,Right,,,6,,,,,
Ruiz Nomad,EN,Right,,,6,,,,,
Eadwyn Mustafa,BP,Right,,,6,,,,,
Thatisno Pinettar,SM,Left,WC,S,6,,,,,
Sniffer Pownes,BP,Right,,,6,,,,,
Ichabod Crane Weiner III,XB,Right,,,6,,,,,
Willie Mo Penis,MH,Right,,,6,,,,,
Farch Assterfield,WC,Right,,,6,,,,,
Buttington Plugsworth,BC,Right,,,6,,,,,
George Honeycut,XB,Right,,,6,,,,,
D'Pez Poopsie,S,Left,,,6,,,,,
Austin Otterson,S,Right,,,6,,,,,
Deej Gambino,WC,Right,,,6,,,,,
Dudenstein Candyman,XB,Right,,,6,,,,,
Herb Ferguson,SF,Left,,,6,,,,,
Amides Gall,WC,Right,BF,B,6,,,,,
Broc Li,BC,Left,,,6,,,,,
Jimmy Doolittle,XB,Right,,,6,,,,,
Tom West,SM,Right,WC,H,6,,,,,
Barry McKockiner,SF,Left,BS,H,6,,,,,
Senior Poopfeast,WC,Right,,,6,,,,,
D'Lo Brown,XB,Left,,,6,,,,,
Finley Mulligan,1B,Right,,,6,,,,,
Dingus Dongus,S,Right,,,6,,,,,
Geoff Swrd,SM,Right,BF,H,6,,,,,
Justin Martin,BC,Right,BS,H,6,,,,,
John Lindros,EN,Left,,,6,,,,,
Prince Fuzzdong,WC,Left,,,6,,,,,
Oswald Thatendswald,TT,Left,,,6,,,,,
Smiffy Dankle,WC,Right,,,6,,,,,
Lief de la Foret,1B,Right,,,6,,,,,
Jack Acknoy,WC,Right,,,6,,,,,
Yolo Hernandez,WC,Right,TT,H,6,,,,,
Gabe Horn,1B,Left,,,6,,,,,
Rod Stewart,1B,Left,,,6,,,,,
Max Hammersmith,MH,Right,,,6,,,,,
Sir Ebe Rau-Paulsy,EN,Left,,,6,,,,,
Randy Townsend,MH,Right,,,6,,,,,
Jobert Maclin,SM,Right,BS,B,6,,,,,
Maxwell Planck,WC,Right,EG,B,6,,,,,
Qwerty Jenkins,BP,Left,,,6,,,,,
Johnny Brujo,BP,Left,,,6,,,,,
Carlos Keller,1B,Right,,,6,,,,,
Lincoln Lincoln,WC,Right,,,6,,,,,
Orville Pigdicker,WC,Right,,,6,,,,,
Snarkles McFarkles,XB,Left,,,6,,,,,
Cavendish Cannon,XB,Left,,,6,,,,,
Sammy SoSheesh,BP,Right,,,6,,,,,
Tank Tucker,TT,Left,,,6,,,,,
Jay Cooper,TT,Right,,,6,,,,,
Tsun Dere,XB,Right,,,6,,,,,
Joe King,BP,Left,,,6,,,,,
Johnny Maxwell,BN,Right,,,6,,,,,
Randy McRandom,WC,Right,,,6,,,,,
Dooper McPooperscooper,1B,Left,,,6,,,,,
Billy McBeans,BP,Right,,,6,,,,,
Brat Monithan,BP,Right,,,6,,,,,
Dalton Steever,BP,Left,,,6,,,,,
Yeety Pete,TT,Right,,,6,,,,,
Andrew Reed,1B,Right,BF,H,6,,,,,
Suki Tamagotchi,BC,Left,,,6,,,,,
Nick Dudley,SM,Right,,,6,,,,,
Garlick Bread,S,Left,,,6,,,,,
Arthur Dent,1B,Right,,,6,,,,,
Alexander DeGreat,XB,Right,,,6,,,,,
Chicken Joe of Sheboygan,BC,Right,,,6,,,,,
Clay FromShellCity,BP,Right,,,6,,,,,
Damon Lindelof,XB,Right,,,6,,,,,
Richard Cheese Jr.,S,Right,,,6,,,,,
Fyuk Yu,1B,Right,,,6,,,,,
Viktor Patterson,1B,Right,EN,B,6,,,,,
Charles Martel,S,Right,,,6,,,,,
Kyle Corbett,BP,Right,BS,B,6,,,,,
Starbux Lover,XB,Right,,,6,,,,,
James Manzi,MH,Right,,,6,,,,,
Shygen Tinybeard,WC,Right,,,6,,,,,
Candy Sollazo,WC,Left,,,6,,,,,
Runner Buehler,EN,Right,,,6,,,,,
Richard Hard,BC,Left,BS,B,6,,,,,
Whatan Losser,XB,Left,,,6,,,,,
Leonardo Fairweather,XB,Left,,,6,,,,,
Minor Leaguer,BC,Right,,,6,,,,,
Sammy Tee,S,Right,NT,H,6,,,,,
Esmerelda Skysurfer,HK,Right,,,6,,,,,
Edward Strauss,BN,Left,,,6,,,,,
Johññy Coppolella,BC,Right,BB,H,6,,,,,
Jeter O'Cola,BC,Right,NT,H,6,,,,,
Luther Strangelove III,1B,Right,,,6,,,,,
Pesky Burrito,1B,Right,FP,H,6,,,,,
Nar Wil,1B,Left,TT,H,6,,,,,
Jim Morrison,WC,Right,WC,B,6,,,,,
Troy Pollywag,BP,Right,,,6,,,,,
Zion Williamson,SF,Right,,,6,,,,,
Frankie Francisco,S,Left,,,6,,,,,
Ferdinand Sea-Bull,WC,Left,WC,S,6,,,,,
Michael Hunt,BP,Right,,,6,,,,,
Jrue Pierce,XB,Right,NH,H,6,,,,,
Balow Average,BN,Right,,,6,,,,,
Camusiark,1B,Right,,,6,,,,,
Benjamin Dover,SM,Left,BF,H,6,,,,,
Zombo Domino,1B,Right,,,6,,,,,
Jackie Jill,BC,Right,,,6,,,,,
Fatih Terim,MH,Left,TT,H,6,,,,,
Etsuko Rune,XB,Left,EG,S,6,,,,,
Dillon Cheer,SF,Right,NT,H,6,,,,,
Sal Grommet,XB,Right,,,6,,,,,
Oliver Flame,S,Right,,,6,,,,,
Drax Frost,1B,Left,,,6,,,,,
Late Train Dave Vein,MH,Right,,,6,,,,,
Jackson Montana,XB,Left,,,6,,,,,
Steven Wilson,BC,Right,,,6,,,,,
Jin Yang,1B,Right,WC,B,6,,,,,
Ron Swanson,XB,Right,,,6,,,,,
Lamar Andrews,S,Right,,,6,,,,,
Hilikus Kesyr,BN,Right,,,6,,,,,
Jeffrey Salmon,BC,Right,,,6,,,,,
Victor Oneto,EN,Right,,,6,,,,,
Vanilla Danish,EN,Right,,,6,,,,,
Sean Carr,S,Right,,,6,,,,,
AR Margiela,HK,Right,,,6,,,,,
Gregory Taint,S,Left,,,6,,,,,
Joe Mama,WC,Left,,,6,,,,,
Mac Daddy,BP,Right,,,6,,,,,
Jaden Starr,S,Right,,,6,,,,,
Ryan Hinds,BC,Right,,,6,,,,,
Dash Supernova,BP,Right,,,6,,,,,
Scott Medge,TT,Right,,,6,,,,,
Mike Wazowski,WC,Right,,,6,,,,,
Jaxson Martyn,WC,Left,,,6,,,,,
Michael Realman,S,Right,,,6,,,,,
Pretzel Pezzullo,BC,Left,EG,S,6,,,,,
Old timer Nobody,TT,Right,,,6,,,,,
Kaladin Batblessed,TT,Right,,,6,,,,,
David Roidtiz,TT,Right,,,6,,,,,
Jack Gorillacakes,BP,Right,,,6,,,,,
Patty Ice,1B,Right,,,6,,,,,
Benji Lyons,WC,Right,,,6,,,,,
Jeff McChicken,XB,Right,,,6,,,,,
Jordan Alomar,BC,Right,,,6,,,,,
Hyunwon Song,SF,Right,,,6,,,,,
Stringer Bell,XB,Right,,,6,,,,,
Alejandro Caeser,EN,Left,,,6,,,,,
James Charles,WC,Right,,,6,,,,,
Pete Jones,EN,Right,,,6,,,,,
Anita Shower,WC,Left,,,6,,,,,
Ignatius Legit,WC,Right,,,6,,,,,
Shogun Of Harlem,WC,Right,,,6,,,,,
Nick Poulos,XB,Right,,,6,,,,,
Too Good,HK,Right,,,6,,,,,
Jamar Miller,XB,Right,,,6,,,,,
Larry Kenobi,WC,Right,,,6,,,,,
Mitch Gervowski,BP,Left,,,6,,,,,
James Chalmers,TT,Left,,,6,,,,,
Boomer Magruder,MH,Left,,,6,,,,,
Dick Nutter LXIX,BP,Right,,,6,,,,,
Jeremy Nakamoto,BC,Right,,,6,,,,,
George Bush,S,Right,,,6,,,,,
Guillermo Armadillo,1B,Right,,,6,,,,,
Simba Martinez,S,Left,WC,S,6,,,,,
Hamish McSmashithard,XB,Left,,,6,,,,,
Truck Month,1B,Right,NT,S,6,,,,,
Darren Dingerball,HK,Left,,,6,,,,,
Albert Ichiro Pujolsuzuki,EN,Right,,,6,,,,,
JT Longbottoms,XB,Right,,,6,,,,,
Bucky Rosotto Jr.,TT,Right,,,6,,,,,
LeBron James Jr.,S,Left,,,6,,,,,
Chuck Wyo,WC,Right,,,6,,,,,
Scrappy Whiteguy,SM,Right,,,6,,,,,
Louie Scoville,HK,Right,,,6,,,,,
Nate Savage,XB,Right,,,6,,,,,
Ulysses Rove,SM,Right,WC,H,6,,,,,
Zachary Hommes,BC,Right,,,6,,,,,
Joey Semenhands,XB,Right,,,6,,,,,
That's Amore,SF,Right,,,6,,,,,
Jack Meoff,1B,Right,,,6,,,,,
Guidooooo,SM,Left,TT,H,6,,,,,
Druncle Rico,BN,Right,,,6,,,,,
Canada Love,1B,Right,,,6,,,,,
Joshua Stott,BC,Right,EG,B,6,,,,,
Jacky Duddy,TT,Left,,,6,,,,,
Jack Jackson,BP,Left,,,6,,,,,
Fernanny Machis Jr.,BN,Right,,,6,,,,,
Thor Gannon,MH,Right,,,6,,,,,
ageosteei,SF,Right,,,6,,,,,
Jethro Jethreson,XB,Left,,,6,,,,,
Matt Murphy,EN,Right,,,6,,,,,
Michael Smith,BN,Right,NH,H,6,,,,,
Kris Pcock,SF,Left,,,6,,,,,
Dominick Vielbaum,BP,Left,,,6,,,,,
Rob Pancakes,BC,Left,BS,B,6,,,,,
Hans Goober,BC,Right,,,6,,,,,
Ludd van Shark,BN,Right,,,6,,,,,
Mike HuntS2,BP,Right,,,6,,,,,
Bernie Petrol,BN,Right,,,6,,,,,
"""Slippery"" Pete Johnson",BN,Left,,,6,,,,,
Ace Brasco,BC,Left,,,6,,,,,
Admiral Jaylen,BN,Right,,,6,,,,,
Alex Jones,BN,Right,BB,B,6,,,,,
Allen Kennedy,BC,Left,,,6,,,,,
Ambiorix Madhavapeddy,BC,Left,BF,B,6,,,,,
Andrew Sourdough,BC,Right,,,6,,,,,
Archer Moran,BN,Left,BS,B,6,,,,,
Art Zyz,BN,Right,,,6,,,,,
Jasper Orbit,BC,Left,,,6,,,,,
Jimbo Fishy,BC,Right,,,6,,,,,
H.B. Boink,BC,Right,,,6,,,,,
C.J. Bastian,BP,Left,,,6,,,,,
Cannonball Dickerson,BC,Left,,,6,,,,,
Rory Nipponsteer,BP,Right,,,6,,,,,
Rambo McFly,BN,Left,,,6,,,,,
Seth Hansen,BP,Left,,,6,,,,,
Kent Griffey III,BN,Left,,,6,,,,,
Midoriya Izuku,BC,Right,,,6,,,,,
Lim Tincecum,BC,Right,BF,B,6,,,,,
Salami Joe,BP,Left,,,6,,,,,
Valentino Sanchez,BN,Right,,,6,,,,,
Billy Cutgrass,BP,Left,,,6,,,,,
Holden Ryder,BP,Left,,,6,,,,,
Cameron Brate,BC,Left,BF,B,6,,,,,
Gristle Thornbody,BN,Right,,,6,,,,,
Zed Leona,BC,Left,,,6,,,,,
Xavier Martinez,BP,Right,,,6,,,,,
Xavier Crowbar,BN,Right,,,6,,,,,
Willy Ware,BC,Right,,,6,,,,,
William Hatchet,BC,Right,BB,,6,,,,,
Moog Muffesser,BN,Right,,,6,,,,,
Cambo Dia,BC,Left,,,6,,,,,
Kyle Mack,BC,Right,,,6,,,,,
John Cheenah,BP,Left,,,6,,,,,
Mudflap Ricketts,BC,Right,,,6,,,,,
Rico Veringhipster,BC,Left,,,6,,,,,
S.K. Brettburg,BC,Left,,,6,,,,,
Harry Cox,BN,Left,,,6,,,,,
Audie Neitinowan,BC,Right,,,6,,,,,
Baba Booey,BP,Right,,,6,,,,,
Batholemew Masters,BN,Left,BS,B,6,,,,,
Bartholemew Crumblepuff,BP,Left,BB,B,6,,,,,
Baxter Payne,BN,Right,,,6,,,,,
Benny Rodriguez,BN,Right,,,6,,,,,
Bingo Bongo,BC,Right,,,6,,,,,
Blaine Bridgestone,BP,Left,BF,B,6,,,,,
Blue Moon Barthelemy,BC,Left,BF,B,6,,,,,
Rusty Kuntz,BN,Right,,,6,,,,,
Ronnie Voss,BC,Right,,,6,,,,,
Ralph Smith,BC,Right,,,6,,,,,
Chad Baret,BC,Right,,,6,,,,,
Chad Barrett,BN,Right,,,6,,,,,
Kyle Grimes Jr.,BP,Right,BF,B,6,,,,,
Chester Facto,BC,Right,,,6,,,,,
Cook Froster,BC,Right,,,6,,,,,
Marcel Hoffer,BP,Right,BS,B,6,,,,,
Com Copper,BN,Right,BB,B,6,,,,,
Dick Fin,BN,Right,,,6,,,,,
Trey Paste,BC,Right,,,6,,,,,
Jamison Wells,BC,Right,,,6,,,,,
Conor McRedgor,BC,Right,,,6,,,,,
Steve Hofbardozzi III,BP,Right,,,6,,,,,
Justin Paglia,BP,Left,BS,B,6,,,,,
Brandon Aconi,BC,Right,,,6,,,,,
Dougal McGoogol,BP,Left,,,6,,,,,
James Pablano,BN,Left,,,6,,,,,
George Ewell,BP,Right,,,6,,,,,
Sleve McDichaelS2,BN,Left,,,6,,,,,
Puckun Huckingly,BN,Right,,,6,,,,,
Jimbob Cooter,BN,Right,BB,B,6,,,,,
Steve Hofbardozzi Jr.,BC,Left,,,6,,,,,
Bo Kinsella,BN,Right,,,6,,,,,
Donnie Lindsanity,BP,Right,,,6,,,,,
Larry Wayne,BP,Right,,,6,,,,,
Mince Pelling,BP,Left,,,6,,,,,
Moritz Steifel,BC,Right,BB,B,6,,,,,
Pi Bacon,BN,Right,,,6,,,,,
Owen Uridge,BN,Right,BF,B,6,,,,,
Nathaniel Booth,BP,Left,,,6,,,,,
Pip Squires,BC,Right,,,6,,,,,
Jazzy Jeff,BN,Right,,,6,,,,,
James Earl Pwns,BP,Right,,,6,,,,,
James Maso,BN,Right,,,6,,,,,
R Chigga,BN,Right,,,6,,,,,
Sonny Streaker,BC,Right,BF,B,6,,,,,
Randy Nummer,BN,Left,,,6,,,,,
Earl Leicester,BP,Left,,,6,,,,,
Chad Masters,BP,Left,,,6,,,,,
Jay Embee,BN,Right,,,6,,,,,
Johnny Hopkins,BN,Right,,,6,,,,,
Rusty Demico,BN,Right,,,6,,,,,
Diligent Moose,BP,Left,,,6,,,,,
Mike Anderson,BC,Right,,,6,,,,,
Harvey BargepargeS2,BC,Right,BS,B,6,,,,,
Mo Berry,S,Right,,,6,,,,,
T.R. Guthrie,BN,Right,,,6,,,,,
Brent Royal,BN,Right,,,6,,,,,
Ripken Al-Halliday,BN,Right,,,6,,,,,
Jebediah MacGuffin,BP,Right,,,6,,,,,
Cardith Buxton,BC,Left,,,6,,,,,
Connor Carter,BN,Left,,,6,,,,,
Jim Boeheim,BP,Right,,,6,,,,,
Fernando Trouble,BC,Right,,,6,,,,,
Filthy Frank,BP,Left,,,6,,,,,
Pablo Sanchez I,BN,Right,,,6,,,,,
Ravittsu Suramub?to,BN,Right,,,6,,,,,
Martin Barnar,BP,Right,,,6,,,,,
Valentino Rollin,BP,Right,,,6,,,,,
Tony Provtree,BC,Right,,,6,,,,,
Big Tuna,BN,Right,BB,B,6,,,,,
Flag Amuffin,BN,Right,,,6,,,,,
Stig Bond,BC,Left,,,6,,,,,
Bo Roldon,BC,Right,,,6,,,,,
Boaty McBoatface,BP,Right,,,6,,,,,
Bobson Dugnutt,BN,Right,,,6,,,,,
Boof Veiz,BC,Right,,,6,,,,,
Booker Schultz,BP,Right,,,6,,,,,
Bracton Abella,BN,Right,BB,B,6,,,,,
Brigham Young,BC,Right,,,6,,,,,
Burt Maclin,BP,Left,,,6,,,,,
C.H. Lee,BN,Right,,,6,,,,,
Caleb VanVacter,BC,Right,BF,B,6,,,,,
Casey Jones,BP,Right,,,6,,,,,
Dougie McElroy,BN,Left,BF,B,6,,,,,
Cesar Saladen,BP,Left,,,6,,,,,
Chocolate Smegma,BC,Left,,,6,,,,,
Chris Keebler,BN,Right,,,6,,,,,
Cody Omega,BN,Right,,,6,,,,,
Danger Steele,BC,Left,BF,B,6,,,,,
Norwood McKenzie,BP,Left,BS,,6,,,,,
Deezy White,BC,Left,,,6,,,,,
Dill Pickle,BN,Right,,,6,,,,,
Dilly Dilly,BC,Left,BS,B,6,,,,,
Dom Dunquette,BN,Right,,,6,,,,,
Drew Cruz,BP,Left,,,6,,,,,
Eddie Collins,BC,Left,,,6,,,,,
El Rapido Jimenez,BN,Right,,,6,,,,,
Farzad Ahmadi,BC,Right,,,6,,,,,
Fat Batter,BP,Left,,,6,,,,,
Shiny Tenson,BN,Right,,,6,,,,,
Travis Hanky,BN,Right,,,6,,,,,
Mike Cal,BN,Right,,,6,,,,,
C.W. Mitzel,BN,Right,,,6,,,,,
Twinkie Power,BN,Left,,,6,,,,,
Tim Burr,BP,Left,BS,B,6,,,,,
JaMarcus Speed,BC,Right,,,6,,,,,
Joey Powers,BP,Left,BS,B,6,,,,,
I.M. Organic,BP,Right,,,6,,,,,
Jaco Banaco,BC,Right,,,6,,,,,
Finnegan Freudenberger,BC,Left,,,6,,,,,
Frankie Stickyfingers,BN,Right,BB,B,6,,,,,
Garrett Ipnov,BC,Right,,,6,,,,,
Gerrit Linguini,BN,Left,,,6,,,,,
Golly McOxbig,BC,Right,,,6,,,,,
Graham Othrie,BP,Right,,,6,,,,,
S.M. Brody,BN,Right,,,6,,,,,
Durgesh O'Leary,BN,Right,,,6,,,,,
Poo Diego,BN,Right,,,6,,,,,
Jason Girth,BN,Right,,,6,,,,,
James McGee,BN,Right,,,6,,,,,
Brian Southwell,BN,Right,,,6,,,,,
Hoagie Sauce,BN,Right,BS,B,6,,,,,
Ian Pritchard,BC,Left,,,6,,,,,
Jace LeTourneau,BP,Left,,,6,,,,,
Jay Bedia,BC,Left,BF,B,6,,,,,
Jay Schwizzle,BC,Left,BB,B,6,,,,,
"Jim ""Slim"" Levis",BC,Left,,,6,,,,,
Jonathan Hadley,BP,Right,,,6,,,,,
Joshua Mador,BP,Right,BS,B,6,,,,,
Jarace Walker,BP,Right,BS,B,6,,,,,
Joshua Samson Jr,BP,Right,,,6,,,,,
Kawabunga Joe,BC,Right,BF,B,6,,,,,
Ace Acel,MH,Left,,,6,,,,,
Kent F. Corey III,BC,Left,BF,,6,,,,,
Kolko V. Knight,BN,Right,,,6,,,,,
Lee De Leon,BP,Left,,,6,,,,,
Pablo Sanchez II,BC,Left,BB,B,6,,,,,
Lemmy Fraser,BN,Right,,,6,,,,,
Methuselah Saltalamacchia,BC,Right,,,6,,,,,
Mike T. Thumb,BP,Right,,,6,,,,,
Monique Reampie,BC,Right,BF,B,6,,,,,
Nick Knuckles,BC,Right,,,6,,,,,
Ox Bullhorn,BC,Right,,,6,,,,,
Paddy O'Sullivan,BN,Right,,,6,,,,,
Patrick Stump,BP,Right,,,6,,,,,
Rex Snare,BP,Right,,,6,,,,,
Rob Atkins,BC,Right,,,6,,,,,
Ronald Swanson,BP,Right,BB,B,6,,,,,
Ryan Pleasants,BC,Right,,,6,,,,,
Ryan Witsell,BN,Right,,,6,,,,,
Simon Hans,BN,Right,,,6,,,,,
Sloppy Thurston,BN,Right,BS,B,6,,,,,
Spaghetti Hitchens,BN,Right,,,6,,,,,
Talious Greyoak,BN,Right,BF,B,6,,,,,
Tom Brazy,BN,Right,,,6,,,,,
Villar Porn,BN,Right,BS,B,6,,,,,
Vlad III,BN,Right,,,6,,,,,
Lefty Schweez,BC,Left,,,6,,,,,
Leonidas Webster,BP,Left,,,6,,,,,
Logen Ninefingers,BC,Left,,,6,,,,,
Logen Woodluck,BC,Right,,,6,,,,,
Mike Litterus,BN,Left,,,6,,,,,
Nina Nuckolls,BC,Left,BF,B,6,,,,,
Ozanam Columbus,BN,Left,,,6,,,,,
Peter R. Otagonist,BP,Left,,,6,,,,,
Phoenix McDouglas,BN,Left,,,6,,,,,
Quin Mo-Lac,BN,Left,,,6,,,,,
Remy Roy Darling,BN,Left,,,6,,,,,
Sea Bass,BN,Left,,,6,,,,,
Vince Monster,BN,Left,,,6,,,,,
Schlong Schmeckle,BP,Right,BF,B,6,,,,,
Julio Fernandez,BN,Right,,,6,,,,,
Humphrey Carter,BN,Right,,,6,,,,,
J.I. Blaque,BN,Right,,,6,,,,,
Rusty LaRue,BN,Right,,,6,,,,,
